Thread  	Address                 	Instruction                     	Result                                  	
000022D8	.text:08048619          	jnb     short loc_804861C       	                                        	
000022D8	.text:loc_804861C       	mov     edx, [ebp-8]            	EDX=00000002                            	
000022D8	.text:0804861F          	mov     eax, [ebp+0Ch]          	EAX=080499EC                            	
000022D8	.text:08048622          	add     eax, edx                	EAX=080499EE PF=1                       	
000022D8	.text:08048624          	movzx   eax, byte ptr [eax]     	EAX=000000F2                            	
000022D8	.text:08048627          	test    al, al                  	PF=0 SF=1                               	
000022D8	.text:08048629          	jnz     short loc_80485F9       	                                        	
000022D8	.text:loc_80485F9       	mov     edx, [ebp-8]            	                                        	
000022D8	.text:080485FC          	mov     eax, [ebp+0Ch]          	EAX=080499EC                            	
000022D8	.text:080485FF          	add     eax, edx                	EAX=080499EE PF=1 SF=0                  	
000022D8	.text:08048601          	movzx   eax, byte ptr [eax]     	EAX=000000F2                            	
000022D8	.text:08048604          	xor     eax, 20h                	EAX=000000D2                            	
000022D8	.text:08048607          	mov     ecx, eax                	ECX=000000D2                            	
000022D8	.text:08048609          	lea     edx, [ebp-2Ch]          	EDX=FF9AB2AC                            	
000022D8	.text:0804860C          	mov     eax, [ebp-8]            	EAX=00000002                            	
000022D8	.text:0804860F          	add     eax, edx                	EAX=FF9AB2AE PF=0 SF=1                  	
000022D8	.text:08048611          	mov     [eax], cl               	                                        	
000022D8	.text:08048613          	add     dword ptr [ebp-8], 1    	PF=1 SF=0                               	
000022D8	.text:08048617          	jb      short loc_804861C       	                                        	
000022D8	.text:08048619          	jnb     short loc_804861C       	                                        	
000022D8	.text:loc_804861C       	mov     edx, [ebp-8]            	EDX=00000003                            	
000022D8	.text:0804861F          	mov     eax, [ebp+0Ch]          	EAX=080499EC                            	
000022D8	.text:08048622          	add     eax, edx                	EAX=080499EF PF=0                       	
000022D8	.text:08048624          	movzx   eax, byte ptr [eax]     	EAX=0000004C                            	
000022D8	.text:08048627          	test    al, al                  	                                        	
000022D8	.text:08048629          	jnz     short loc_80485F9       	                                        	
000022D8	.text:loc_80485F9       	mov     edx, [ebp-8]            	                                        	
000022D8	.text:080485FC          	mov     eax, [ebp+0Ch]          	EAX=080499EC                            	
000022D8	.text:080485FF          	add     eax, edx                	EAX=080499EF                            	
000022D8	.text:08048601          	movzx   eax, byte ptr [eax]     	EAX=0000004C                            	
000022D8	.text:08048604          	xor     eax, 20h                	EAX=0000006C PF=1                       	
000022D8	.text:08048607          	mov     ecx, eax                	ECX=0000006C                            	
000022D8	.text:08048609          	lea     edx, [ebp-2Ch]          	EDX=FF9AB2AC                            	
000022D8	.text:0804860C          	mov     eax, [ebp-8]            	EAX=00000003                            	
000022D8	.text:0804860F          	add     eax, edx                	EAX=FF9AB2AF SF=1                       	
000022D8	.text:08048611          	mov     [eax], cl               	                                        	
000022D8	.text:08048613          	add     dword ptr [ebp-8], 1    	PF=0 SF=0                               	
000022D8	.text:08048617          	jb      short loc_804861C       	                                        	
000022D8	.text:08048619          	jnb     short loc_804861C       	                                        	
000022D8	.text:loc_804861C       	mov     edx, [ebp-8]            	EDX=00000004                            	
000022D8	.text:0804861F          	mov     eax, [ebp+0Ch]          	EAX=080499EC                            	
000022D8	.text:08048622          	add     eax, edx                	EAX=080499F0 PF=1 AF=1                  	
000022D8	.text:08048624          	movzx   eax, byte ptr [eax]     	EAX=000000C7                            	
000022D8	.text:08048627          	test    al, al                  	PF=0 AF=0 SF=1                          	
000022D8	.text:08048629          	jnz     short loc_80485F9       	                                        	
000022D8	.text:loc_80485F9       	mov     edx, [ebp-8]            	                                        	
000022D8	.text:080485FC          	mov     eax, [ebp+0Ch]          	EAX=080499EC                            	
000022D8	.text:080485FF          	add     eax, edx                	EAX=080499F0 PF=1 AF=1 SF=0             	
000022D8	.text:08048601          	movzx   eax, byte ptr [eax]     	EAX=000000C7                            	
000022D8	.text:08048604          	xor     eax, 20h                	EAX=000000E7 AF=0                       	
000022D8	.text:08048607          	mov     ecx, eax                	ECX=000000E7                            	
000022D8	.text:08048609          	lea     edx, [ebp-2Ch]          	EDX=FF9AB2AC                            	
000022D8	.text:0804860C          	mov     eax, [ebp-8]            	EAX=00000004                            	
000022D8	.text:0804860F          	add     eax, edx                	EAX=FF9AB2B0 PF=0 AF=1 SF=1             	
000022D8	.text:08048611          	mov     [eax], cl               	                                        	
000022D8	.text:08048613          	add     dword ptr [ebp-8], 1    	PF=1 AF=0 SF=0                          	
000022D8	.text:08048617          	jb      short loc_804861C       	                                        	
000022D8	.text:08048619          	jnb     short loc_804861C       	                                        	
000022D8	.text:loc_804861C       	mov     edx, [ebp-8]            	EDX=00000005                            	
000022D8	.text:0804861F          	mov     eax, [ebp+0Ch]          	EAX=080499EC                            	
000022D8	.text:08048622          	add     eax, edx                	EAX=080499F1 PF=0 AF=1                  	
000022D8	.text:08048624          	movzx   eax, byte ptr [eax]     	EAX=000000D4                            	
000022D8	.text:08048627          	test    al, al                  	PF=1 AF=0 SF=1                          	
000022D8	.text:08048629          	jnz     short loc_80485F9       	                                        	
000022D8	.text:loc_80485F9       	mov     edx, [ebp-8]            	                                        	
000022D8	.text:080485FC          	mov     eax, [ebp+0Ch]          	EAX=080499EC                            	
000022D8	.text:080485FF          	add     eax, edx                	EAX=080499F1 PF=0 AF=1 SF=0             	
000022D8	.text:08048601          	movzx   eax, byte ptr [eax]     	EAX=000000D4                            	
000022D8	.text:08048604          	xor     eax, 20h                	EAX=000000F4 AF=0                       	
000022D8	.text:08048607          	mov     ecx, eax                	ECX=000000F4                            	
000022D8	.text:08048609          	lea     edx, [ebp-2Ch]          	EDX=FF9AB2AC                            	
000022D8	.text:0804860C          	mov     eax, [ebp-8]            	EAX=00000005                            	
000022D8	.text:0804860F          	add     eax, edx                	EAX=FF9AB2B1 PF=1 AF=1 SF=1             	
000022D8	.text:08048611          	mov     [eax], cl               	                                        	
000022D8	.text:08048613          	add     dword ptr [ebp-8], 1    	AF=0 SF=0                               	
000022D8	.text:08048617          	jb      short loc_804861C       	                                        	
000022D8	.text:08048619          	jnb     short loc_804861C       	                                        	
000022D8	.text:loc_804861C       	mov     edx, [ebp-8]            	EDX=00000006                            	
000022D8	.text:0804861F          	mov     eax, [ebp+0Ch]          	EAX=080499EC                            	
000022D8	.text:08048622          	add     eax, edx                	EAX=080499F2 PF=0 AF=1                  	
000022D8	.text:08048624          	movzx   eax, byte ptr [eax]     	EAX=0000007B                            	
000022D8	.text:08048627          	test    al, al                  	PF=1 AF=0                               	
000022D8	.text:08048629          	jnz     short loc_80485F9       	                                        	
000022D8	.text:loc_80485F9       	mov     edx, [ebp-8]            	                                        	
000022D8	.text:080485FC          	mov     eax, [ebp+0Ch]          	EAX=080499EC                            	
000022D8	.text:080485FF          	add     eax, edx                	EAX=080499F2 PF=0 AF=1                  	
000022D8	.text:08048601          	movzx   eax, byte ptr [eax]     	EAX=0000007B                            	
000022D8	.text:08048604          	xor     eax, 20h                	EAX=0000005B AF=0                       	
000022D8	.text:08048607          	mov     ecx, eax                	ECX=0000005B                            	
000022D8	.text:08048609          	lea     edx, [ebp-2Ch]          	EDX=FF9AB2AC                            	
000022D8	.text:0804860C          	mov     eax, [ebp-8]            	EAX=00000006                            	
000022D8	.text:0804860F          	add     eax, edx                	EAX=FF9AB2B2 PF=1 AF=1 SF=1             	
000022D8	.text:08048611          	mov     [eax], cl               	                                        	
000022D8	.text:08048613          	add     dword ptr [ebp-8], 1    	PF=0 AF=0 SF=0                          	
000022D8	.text:08048617          	jb      short loc_804861C       	                                        	
000022D8	.text:08048619          	jnb     short loc_804861C       	                                        	
000022D8	.text:loc_804861C       	mov     edx, [ebp-8]            	EDX=00000007                            	
000022D8	.text:0804861F          	mov     eax, [ebp+0Ch]          	EAX=080499EC                            	
000022D8	.text:08048622          	add     eax, edx                	EAX=080499F3 PF=1 AF=1                  	
000022D8	.text:08048624          	movzx   eax, byte ptr [eax]     	EAX=000000F7                            	
000022D8	.text:08048627          	test    al, al                  	PF=0 AF=0 SF=1                          	
000022D8	.text:08048629          	jnz     short loc_80485F9       	                                        	
000022D8	.text:loc_80485F9       	mov     edx, [ebp-8]            	                                        	
000022D8	.text:080485FC          	mov     eax, [ebp+0Ch]          	EAX=080499EC                            	
000022D8	.text:080485FF          	add     eax, edx                	EAX=080499F3 PF=1 AF=1 SF=0             	
000022D8	.text:08048601          	movzx   eax, byte ptr [eax]     	EAX=000000F7                            	
000022D8	.text:08048604          	xor     eax, 20h                	EAX=000000D7 AF=0                       	
000022D8	.text:08048607          	mov     ecx, eax                	ECX=000000D7                            	
000022D8	.text:08048609          	lea     edx, [ebp-2Ch]          	EDX=FF9AB2AC                            	
000022D8	.text:0804860C          	mov     eax, [ebp-8]            	EAX=00000007                            	
000022D8	.text:0804860F          	add     eax, edx                	EAX=FF9AB2B3 PF=0 AF=1 SF=1             	
000022D8	.text:08048611          	mov     [eax], cl               	                                        	
000022D8	.text:08048613          	add     dword ptr [ebp-8], 1    	AF=0 SF=0                               	
000022D8	.text:08048617          	jb      short loc_804861C       	                                        	
000022D8	.text:08048619          	jnb     short loc_804861C       	                                        	
000022D8	.text:loc_804861C       	mov     edx, [ebp-8]            	EDX=00000008                            	
000022D8	.text:0804861F          	mov     eax, [ebp+0Ch]          	EAX=080499EC                            	
000022D8	.text:08048622          	add     eax, edx                	EAX=080499F4 AF=1                       	
000022D8	.text:08048624          	movzx   eax, byte ptr [eax]     	EAX=00000018                            	
000022D8	.text:08048627          	test    al, al                  	PF=1 AF=0                               	
000022D8	.text:08048629          	jnz     short loc_80485F9       	                                        	
000022D8	.text:loc_80485F9       	mov     edx, [ebp-8]            	                                        	
000022D8	.text:080485FC          	mov     eax, [ebp+0Ch]          	EAX=080499EC                            	
000022D8	.text:080485FF          	add     eax, edx                	EAX=080499F4 PF=0 AF=1                  	
000022D8	.text:08048601          	movzx   eax, byte ptr [eax]     	EAX=00000018                            	
000022D8	.text:08048604          	xor     eax, 20h                	EAX=00000038 AF=0                       	
000022D8	.text:08048607          	mov     ecx, eax                	ECX=00000038                            	
000022D8	.text:08048609          	lea     edx, [ebp-2Ch]          	EDX=FF9AB2AC                            	
000022D8	.text:0804860C          	mov     eax, [ebp-8]            	EAX=00000008                            	
000022D8	.text:0804860F          	add     eax, edx                	EAX=FF9AB2B4 PF=1 AF=1 SF=1             	
000022D8	.text:08048611          	mov     [eax], cl               	                                        	
000022D8	.text:08048613          	add     dword ptr [ebp-8], 1    	AF=0 SF=0                               	
000022D8	.text:08048617          	jb      short loc_804861C       	                                        	
000022D8	.text:08048619          	jnb     short loc_804861C       	                                        	
000022D8	.text:loc_804861C       	mov     edx, [ebp-8]            	EDX=00000009                            	
000022D8	.text:0804861F          	mov     eax, [ebp+0Ch]          	EAX=080499EC                            	
000022D8	.text:08048622          	add     eax, edx                	EAX=080499F5 AF=1                       	
000022D8	.text:08048624          	movzx   eax, byte ptr [eax]     	EAX=00000032                            	
000022D8	.text:08048627          	test    al, al                  	PF=0 AF=0                               	
000022D8	.text:08048629          	jnz     short loc_80485F9       	                                        	
000022D8	.text:loc_80485F9       	mov     edx, [ebp-8]            	                                        	
000022D8	.text:080485FC          	mov     eax, [ebp+0Ch]          	EAX=080499EC                            	
000022D8	.text:080485FF          	add     eax, edx                	EAX=080499F5 PF=1 AF=1                  	
000022D8	.text:08048601          	movzx   eax, byte ptr [eax]     	EAX=00000032                            	
000022D8	.text:08048604          	xor     eax, 20h                	EAX=00000012 AF=0                       	
000022D8	.text:08048607          	mov     ecx, eax                	ECX=00000012                            	
000022D8	.text:08048609          	lea     edx, [ebp-2Ch]          	EDX=FF9AB2AC                            	
000022D8	.text:0804860C          	mov     eax, [ebp-8]            	EAX=00000009                            	
000022D8	.text:0804860F          	add     eax, edx                	EAX=FF9AB2B5 PF=0 AF=1 SF=1             	
000022D8	.text:08048611          	mov     [eax], cl               	                                        	
000022D8	.text:08048613          	add     dword ptr [ebp-8], 1    	PF=1 AF=0 SF=0                          	
000022D8	.text:08048617          	jb      short loc_804861C       	                                        	
000022D8	.text:08048619          	jnb     short loc_804861C       	                                        	
000022D8	.text:loc_804861C       	mov     edx, [ebp-8]            	EDX=0000000A                            	
000022D8	.text:0804861F          	mov     eax, [ebp+0Ch]          	EAX=080499EC                            	
000022D8	.text:08048622          	add     eax, edx                	EAX=080499F6 AF=1                       	
000022D8	.text:08048624          	movzx   eax, byte ptr [eax]     	EAX=00000071                            	
000022D8	.text:08048627          	test    al, al                  	AF=0                                    	
000022D8	.text:08048629          	jnz     short loc_80485F9       	                                        	
000022D8	.text:loc_80485F9       	mov     edx, [ebp-8]            	                                        	
000022D8	.text:080485FC          	mov     eax, [ebp+0Ch]          	EAX=080499EC                            	
000022D8	.text:080485FF          	add     eax, edx                	EAX=080499F6 AF=1                       	
000022D8	.text:08048601          	movzx   eax, byte ptr [eax]     	EAX=00000071                            	
000022D8	.text:08048604          	xor     eax, 20h                	EAX=00000051 PF=0 AF=0                  	
000022D8	.text:08048607          	mov     ecx, eax                	ECX=00000051                            	
000022D8	.text:08048609          	lea     edx, [ebp-2Ch]          	EDX=FF9AB2AC                            	
000022D8	.text:0804860C          	mov     eax, [ebp-8]            	EAX=0000000A                            	
000022D8	.text:0804860F          	add     eax, edx                	EAX=FF9AB2B6 AF=1 SF=1                  	
000022D8	.text:08048611          	mov     [eax], cl               	                                        	
000022D8	.text:08048613          	add     dword ptr [ebp-8], 1    	AF=0 SF=0                               	
000022D8	.text:08048617          	jb      short loc_804861C       	                                        	
000022D8	.text:08048619          	jnb     short loc_804861C       	                                        	
000022D8	.text:loc_804861C       	mov     edx, [ebp-8]            	EDX=0000000B                            	
000022D8	.text:0804861F          	mov     eax, [ebp+0Ch]          	EAX=080499EC                            	
000022D8	.text:08048622          	add     eax, edx                	EAX=080499F7 AF=1                       	
000022D8	.text:08048624          	movzx   eax, byte ptr [eax]     	EAX=0000000D                            	
000022D8	.text:08048627          	test    al, al                  	AF=0                                    	
000022D8	.text:08048629          	jnz     short loc_80485F9       	                                        	
000022D8	.text:loc_80485F9       	mov     edx, [ebp-8]            	                                        	
000022D8	.text:080485FC          	mov     eax, [ebp+0Ch]          	EAX=080499EC                            	
000022D8	.text:080485FF          	add     eax, edx                	EAX=080499F7 AF=1                       	
000022D8	.text:08048601          	movzx   eax, byte ptr [eax]     	EAX=0000000D                            	
000022D8	.text:08048604          	xor     eax, 20h                	EAX=0000002D PF=1 AF=0                  	
000022D8	.text:08048607          	mov     ecx, eax                	ECX=0000002D                            	
000022D8	.text:08048609          	lea     edx, [ebp-2Ch]          	EDX=FF9AB2AC                            	
000022D8	.text:0804860C          	mov     eax, [ebp-8]            	EAX=0000000B                            	
000022D8	.text:0804860F          	add     eax, edx                	EAX=FF9AB2B7 AF=1 SF=1                  	
000022D8	.text:08048611          	mov     [eax], cl               	                                        	
000022D8	.text:08048613          	add     dword ptr [ebp-8], 1    	AF=0 SF=0                               	
000022D8	.text:08048617          	jb      short loc_804861C       	                                        	
000022D8	.text:08048619          	jnb     short loc_804861C       	                                        	
000022D8	.text:loc_804861C       	mov     edx, [ebp-8]            	EDX=0000000C                            	
000022D8	.text:0804861F          	mov     eax, [ebp+0Ch]          	EAX=080499EC                            	
000022D8	.text:08048622          	add     eax, edx                	EAX=080499F8 PF=0 AF=1                  	
000022D8	.text:08048624          	movzx   eax, byte ptr [eax]     	EAX=000000CF                            	
000022D8	.text:08048627          	test    al, al                  	PF=1 AF=0 SF=1                          	
000022D8	.text:08048629          	jnz     short loc_80485F9       	                                        	
000022D8	.text:loc_80485F9       	mov     edx, [ebp-8]            	                                        	
000022D8	.text:080485FC          	mov     eax, [ebp+0Ch]          	EAX=080499EC                            	
000022D8	.text:080485FF          	add     eax, edx                	EAX=080499F8 PF=0 AF=1 SF=0             	
000022D8	.text:08048601          	movzx   eax, byte ptr [eax]     	EAX=000000CF                            	
000022D8	.text:08048604          	xor     eax, 20h                	EAX=000000EF AF=0                       	
000022D8	.text:08048607          	mov     ecx, eax                	ECX=000000EF                            	
000022D8	.text:08048609          	lea     edx, [ebp-2Ch]          	EDX=FF9AB2AC                            	
000022D8	.text:0804860C          	mov     eax, [ebp-8]            	EAX=0000000C                            	
000022D8	.text:0804860F          	add     eax, edx                	EAX=FF9AB2B8 PF=1 AF=1 SF=1             	
000022D8	.text:08048611          	mov     [eax], cl               	                                        	
000022D8	.text:08048613          	add     dword ptr [ebp-8], 1    	PF=0 AF=0 SF=0                          	
000022D8	.text:08048617          	jb      short loc_804861C       	                                        	
000022D8	.text:08048619          	jnb     short loc_804861C       	                                        	
000022D8	.text:loc_804861C       	mov     edx, [ebp-8]            	EDX=0000000D                            	
000022D8	.text:0804861F          	mov     eax, [ebp+0Ch]          	EAX=080499EC                            	
000022D8	.text:08048622          	add     eax, edx                	EAX=080499F9 PF=1 AF=1                  	
000022D8	.text:08048624          	movzx   eax, byte ptr [eax]     	EAX=000000DC                            	
000022D8	.text:08048627          	test    al, al                  	PF=0 AF=0 SF=1                          	
000022D8	.text:08048629          	jnz     short loc_80485F9       	                                        	
000022D8	.text:loc_80485F9       	mov     edx, [ebp-8]            	                                        	
000022D8	.text:080485FC          	mov     eax, [ebp+0Ch]          	EAX=080499EC                            	
000022D8	.text:080485FF          	add     eax, edx                	EAX=080499F9 PF=1 AF=1 SF=0             	
000022D8	.text:08048601          	movzx   eax, byte ptr [eax]     	EAX=000000DC                            	
000022D8	.text:08048604          	xor     eax, 20h                	EAX=000000FC AF=0                       	
000022D8	.text:08048607          	mov     ecx, eax                	ECX=000000FC                            	
000022D8	.text:08048609          	lea     edx, [ebp-2Ch]          	EDX=FF9AB2AC                            	
000022D8	.text:0804860C          	mov     eax, [ebp-8]            	EAX=0000000D                            	
000022D8	.text:0804860F          	add     eax, edx                	EAX=FF9AB2B9 PF=0 AF=1 SF=1             	
000022D8	.text:08048611          	mov     [eax], cl               	                                        	
000022D8	.text:08048613          	add     dword ptr [ebp-8], 1    	AF=0 SF=0                               	
000022D8	.text:08048617          	jb      short loc_804861C       	                                        	
000022D8	.text:08048619          	jnb     short loc_804861C       	                                        	
000022D8	.text:loc_804861C       	mov     edx, [ebp-8]            	EDX=0000000E                            	
000022D8	.text:0804861F          	mov     eax, [ebp+0Ch]          	EAX=080499EC                            	
000022D8	.text:08048622          	add     eax, edx                	EAX=080499FA PF=1 AF=1                  	
000022D8	.text:08048624          	movzx   eax, byte ptr [eax]     	EAX=00000067                            	
000022D8	.text:08048627          	test    al, al                  	PF=0 AF=0                               	
000022D8	.text:08048629          	jnz     short loc_80485F9       	                                        	
000022D8	.text:loc_80485F9       	mov     edx, [ebp-8]            	                                        	
000022D8	.text:080485FC          	mov     eax, [ebp+0Ch]          	EAX=080499EC                            	
000022D8	.text:080485FF          	add     eax, edx                	EAX=080499FA PF=1 AF=1                  	
000022D8	.text:08048601          	movzx   eax, byte ptr [eax]     	EAX=00000067                            	
000022D8	.text:08048604          	xor     eax, 20h                	EAX=00000047 AF=0                       	
000022D8	.text:08048607          	mov     ecx, eax                	ECX=00000047                            	
000022D8	.text:08048609          	lea     edx, [ebp-2Ch]          	EDX=FF9AB2AC                            	
000022D8	.text:0804860C          	mov     eax, [ebp-8]            	EAX=0000000E                            	
000022D8	.text:0804860F          	add     eax, edx                	EAX=FF9AB2BA PF=0 AF=1 SF=1             	
000022D8	.text:08048611          	mov     [eax], cl               	                                        	
000022D8	.text:08048613          	add     dword ptr [ebp-8], 1    	PF=1 AF=0 SF=0                          	
000022D8	.text:08048617          	jb      short loc_804861C       	                                        	
000022D8	.text:08048619          	jnb     short loc_804861C       	                                        	
000022D8	.text:loc_804861C       	mov     edx, [ebp-8]            	EDX=0000000F                            	
000022D8	.text:0804861F          	mov     eax, [ebp+0Ch]          	EAX=080499EC                            	
000022D8	.text:08048622          	add     eax, edx                	EAX=080499FB PF=0 AF=1                  	
000022D8	.text:08048624          	movzx   eax, byte ptr [eax]     	EAX=0000004F                            	
000022D8	.text:08048627          	test    al, al                  	AF=0                                    	
000022D8	.text:08048629          	jnz     short loc_80485F9       	                                        	
000022D8	.text:loc_80485F9       	mov     edx, [ebp-8]            	                                        	
000022D8	.text:080485FC          	mov     eax, [ebp+0Ch]          	EAX=080499EC                            	
000022D8	.text:080485FF          	add     eax, edx                	EAX=080499FB AF=1                       	
000022D8	.text:08048601          	movzx   eax, byte ptr [eax]     	EAX=0000004F                            	
000022D8	.text:08048604          	xor     eax, 20h                	EAX=0000006F PF=1 AF=0                  	
000022D8	.text:08048607          	mov     ecx, eax                	ECX=0000006F                            	
000022D8	.text:08048609          	lea     edx, [ebp-2Ch]          	EDX=FF9AB2AC                            	
000022D8	.text:0804860C          	mov     eax, [ebp-8]            	EAX=0000000F                            	
000022D8	.text:0804860F          	add     eax, edx                	EAX=FF9AB2BB AF=1 SF=1                  	
000022D8	.text:08048611          	mov     [eax], cl               	                                        	
000022D8	.text:08048613          	add     dword ptr [ebp-8], 1    	PF=0 SF=0                               	
000022D8	.text:08048617          	jb      short loc_804861C       	                                        	
000022D8	.text:08048619          	jnb     short loc_804861C       	                                        	
000022D8	.text:loc_804861C       	mov     edx, [ebp-8]            	EDX=00000010                            	
000022D8	.text:0804861F          	mov     eax, [ebp+0Ch]          	EAX=080499EC                            	
000022D8	.text:08048622          	add     eax, edx                	EAX=080499FC PF=1 AF=0                  	
000022D8	.text:08048624          	movzx   eax, byte ptr [eax]     	EAX=0000007F                            	
000022D8	.text:08048627          	test    al, al                  	PF=0                                    	
000022D8	.text:08048629          	jnz     short loc_80485F9       	                                        	
000022D8	.text:loc_80485F9       	mov     edx, [ebp-8]            	                                        	
000022D8	.text:080485FC          	mov     eax, [ebp+0Ch]          	EAX=080499EC                            	
000022D8	.text:080485FF          	add     eax, edx                	EAX=080499FC PF=1                       	
000022D8	.text:08048601          	movzx   eax, byte ptr [eax]     	EAX=0000007F                            	
000022D8	.text:08048604          	xor     eax, 20h                	EAX=0000005F                            	
000022D8	.text:08048607          	mov     ecx, eax                	ECX=0000005F                            	
000022D8	.text:08048609          	lea     edx, [ebp-2Ch]          	EDX=FF9AB2AC                            	
000022D8	.text:0804860C          	mov     eax, [ebp-8]            	EAX=00000010                            	
000022D8	.text:0804860F          	add     eax, edx                	EAX=FF9AB2BC PF=0 SF=1                  	
000022D8	.text:08048611          	mov     [eax], cl               	                                        	
000022D8	.text:08048613          	add     dword ptr [ebp-8], 1    	PF=1 SF=0                               	
000022D8	.text:08048617          	jb      short loc_804861C       	                                        	
000022D8	.text:08048619          	jnb     short loc_804861C       	                                        	
000022D8	.text:loc_804861C       	mov     edx, [ebp-8]            	EDX=00000011                            	
000022D8	.text:0804861F          	mov     eax, [ebp+0Ch]          	EAX=080499EC                            	
000022D8	.text:08048622          	add     eax, edx                	EAX=080499FD PF=0                       	
000022D8	.text:08048624          	movzx   eax, byte ptr [eax]     	EAX=0000000B                            	
000022D8	.text:08048627          	test    al, al                  	                                        	
000022D8	.text:08048629          	jnz     short loc_80485F9       	                                        	
000022D8	.text:loc_80485F9       	mov     edx, [ebp-8]            	                                        	
000022D8	.text:080485FC          	mov     eax, [ebp+0Ch]          	EAX=080499EC                            	
000022D8	.text:080485FF          	add     eax, edx                	EAX=080499FD                            	
000022D8	.text:08048601          	movzx   eax, byte ptr [eax]     	EAX=0000000B                            	
000022D8	.text:08048604          	xor     eax, 20h                	EAX=0000002B PF=1                       	
000022D8	.text:08048607          	mov     ecx, eax                	ECX=0000002B                            	
000022D8	.text:08048609          	lea     edx, [ebp-2Ch]          	EDX=FF9AB2AC                            	
000022D8	.text:0804860C          	mov     eax, [ebp-8]            	EAX=00000011                            	
000022D8	.text:0804860F          	add     eax, edx                	EAX=FF9AB2BD SF=1                       	
000022D8	.text:08048611          	mov     [eax], cl               	                                        	
000022D8	.text:08048613          	add     dword ptr [ebp-8], 1    	SF=0                                    	
000022D8	.text:08048617          	jb      short loc_804861C       	                                        	
000022D8	.text:08048619          	jnb     short loc_804861C       	                                        	
000022D8	.text:loc_804861C       	mov     edx, [ebp-8]            	EDX=00000012                            	
000022D8	.text:0804861F          	mov     eax, [ebp+0Ch]          	EAX=080499EC                            	
000022D8	.text:08048622          	add     eax, edx                	EAX=080499FE PF=0                       	
000022D8	.text:08048624          	movzx   eax, byte ptr [eax]     	EAX=0000006D                            	
000022D8	.text:08048627          	test    al, al                  	                                        	
000022D8	.text:08048629          	jnz     short loc_80485F9       	                                        	
000022D8	.text:loc_80485F9       	mov     edx, [ebp-8]            	                                        	
000022D8	.text:080485FC          	mov     eax, [ebp+0Ch]          	EAX=080499EC                            	
000022D8	.text:080485FF          	add     eax, edx                	EAX=080499FE                            	
000022D8	.text:08048601          	movzx   eax, byte ptr [eax]     	EAX=0000006D                            	
000022D8	.text:08048604          	xor     eax, 20h                	EAX=0000004D PF=1                       	
000022D8	.text:08048607          	mov     ecx, eax                	ECX=0000004D                            	
000022D8	.text:08048609          	lea     edx, [ebp-2Ch]          	EDX=FF9AB2AC                            	
000022D8	.text:0804860C          	mov     eax, [ebp-8]            	EAX=00000012                            	
000022D8	.text:0804860F          	add     eax, edx                	EAX=FF9AB2BE SF=1                       	
000022D8	.text:08048611          	mov     [eax], cl               	                                        	
000022D8	.text:08048613          	add     dword ptr [ebp-8], 1    	PF=0 SF=0                               	
000022D8	.text:08048617          	jb      short loc_804861C       	                                        	
000022D8	.text:08048619          	jnb     short loc_804861C       	                                        	
000022D8	.text:loc_804861C       	mov     edx, [ebp-8]            	EDX=00000013                            	
000022D8	.text:0804861F          	mov     eax, [ebp+0Ch]          	EAX=080499EC                            	
000022D8	.text:08048622          	add     eax, edx                	EAX=080499FF PF=1                       	
000022D8	.text:08048624          	movzx   eax, byte ptr [eax]     	EAX=00000000                            	
000022D8	.text:08048627          	test    al, al                  	ZF=1                                    	
000022D8	.text:08048629          	jnz     short loc_80485F9       	                                        	
000022D8	.text:0804862B          	mov     dword ptr [ebp-8], 0    	                                        	
000022D8	.text:08048632          	jmp     short loc_8048638       	                                        	
000022D8	.text:loc_8048638       	mov     edx, [ebp-8]            	EDX=00000000                            	
000022D8	.text:0804863B          	mov     eax, [ebp+8]            	EAX=FF9AB33F                            	
000022D8	.text:0804863E          	add     eax, edx                	ZF=0 SF=1                               	
000022D8	.text:08048640          	movzx   edx, byte ptr [eax]     	EDX=00000031                            	
000022D8	.text:08048643          	lea     ecx, [ebp-2Ch]          	ECX=FF9AB2AC                            	
000022D8	.text:08048646          	mov     eax, [ebp-8]            	EAX=00000000                            	
000022D8	.text:08048649          	add     eax, ecx                	EAX=FF9AB2AC                            	
000022D8	.text:0804864B          	movzx   eax, byte ptr [eax]     	EAX=00000053                            	
000022D8	.text:0804864E          	cmp     dl, al                  	CF=1 AF=1                               	
000022D8	.text:08048650          	jnz     short loc_8048670       	                                        	
000022D8	.text:loc_8048670       	push    ebp                     	ESP=FF9AB290                            	
000022D8	.text:08048671          	push    eax                     	ESP=FF9AB28C                            	
000022D8	.text:08048672          	push    edx                     	ESP=FF9AB288                            	
000022D8	.text:08048673          	jb      short near ptr loc_8048679+1	                                        	
000022D8	.text:loc_8048679+1     	mov     eax, edx                	EAX=00000031                            	
000022D8	.text:loc_8048679+3     	mov     ebp, eax                	EBP=00000031                            	
000022D8	.text:0804867E          	mov     edx, ebp                	                                        	
000022D8	.text:08048680          	pop     edx                     	ESP=FF9AB28C                            	
000022D8	.text:08048681          	pop     eax                     	EAX=00000053 ESP=FF9AB290               	
000022D8	.text:08048682          	pop     ebp                     	EBP=FF9AB2D8 ESP=FF9AB294               	
000022D8	.text:08048683          	mov     edx, [ebp-8]            	EDX=00000000                            	
000022D8	.text:08048686          	mov     eax, [ebp+8]            	EAX=FF9AB33F                            	
